,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
1256,23, Private,140462, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<50k
1257,29, Private,277342, Some-college,10.0, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,<50k
1258,34, Self-emp-not-inc,313729, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,<50k
1259,26, Private,289700, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States,<50k
1260,35, Self-emp-inc,338320, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
1261,36, Private,183739, HS-grad,9.0, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40, United-States,<50k
1262,47, Private,280798, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
1263,54, ?,124993, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,>=50k
1264,25, Private,187540, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
1265,45, Private,387074, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1266,43, Private,972354, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States,<50k
1267,35, Private,340110, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,70, United-States,>=50k
1268,33, Private,168030, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,21, United-States,>=50k
1269,26, Private,197292, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,<50k
1270,43, Self-emp-not-inc,180599, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,<50k
1271,51, State-gov,213296, Bachelors,13.0, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<50k
1272,20, Private,33551, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,<50k
1273,21, ?,306779, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<50k
1274,53, Private,162381, 1st-4th,2.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,<50k
1275,30, Private,176123, 10th,6.0, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam,<50k
1276,50, ?,204577, Bachelors,13.0, Married-civ-spouse, ?, Husband, Black, Male,0,1902,60, United-States,>=50k
1277,49, Private,259323, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,<50k
1278,37, Private,112660, 9th,5.0, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States,<50k
1279,42, Self-emp-inc,152071, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cuba,>=50k
1280,64, Private,21174, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
1281,25, Private,60358, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,<50k
1282,41, Private,67339, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688,0,40, United-States,>=50k
1283,26, Private,248612, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States,>=50k
1284,21, Private,203894, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<50k
1285,28, Private,138692, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
1286,28, Private,25684, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,<50k
1287,18, Private,236272, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,<50k
1288,38, Self-emp-not-inc,129573, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,>=50k
1289,50, Private,104729, HS-grad,9.0, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,48, United-States,<50k
1290,52, Private,35598, HS-grad,9.0, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,<50k
1291,46, Federal-gov,161337, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,<50k
1292,61, Private,147845, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,31, United-States,<50k
1293,27, Private,295799, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1294,44, Private,182370, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1295,40, Private,96509, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,>=50k
1296,39, Self-emp-not-inc,188571, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,<50k
1297,38, Private,75826, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,<50k
1298,27, Private,19395, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,35, United-States,<50k
1299,33, Private,295589, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States,>=50k
1300,57, Private,210496, 10th,6.0, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States,<50k
1301,49, Self-emp-inc,191681, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
1302,54, Private,222882, HS-grad,9.0, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,<50k
1303,45, Private,98881, 11th,7.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States,<50k
1304,57, Private,186386, Bachelors,13.0, Widowed, Prof-specialty, Unmarried, White, Male,10520,0,40, United-States,>=50k
1305,52, Federal-gov,221532, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,>=50k
1306,43, Local-gov,323627, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,12, United-States,<50k
1307,21, Private,301694, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Mexico,<50k
1308,19, Private,227178, 11th,7.0, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States,<50k
1309,48, Self-emp-inc,88564, Some-college,10.0, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States,<50k
1310,45, Private,319637, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,<50k
1311,36, Private,147548, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,85, United-States,<50k
1312,37, Self-emp-not-inc,177277, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
1313,45, Local-gov,33798, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<50k
1314,27, Private,144133, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States,<50k
1315,63, Private,188914, HS-grad,9.0, Widowed, Machine-op-inspct, Other-relative, Black, Female,0,0,40, Haiti,<50k
1316,65, Self-emp-inc,66360, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,6418,0,35, United-States,>=50k
1317,34, Private,321709, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,<50k
1318,21, Private,548303, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico,>=50k
1319,37, Private,186009, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1672,60, United-States,<50k
1320,31, Private,157887, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,>=50k
1321,32, Private,176998, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
1322,47, Private,71221, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States,<50k
1323,37, Private,174844, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,17, United-States,<50k
1324,54, Self-emp-not-inc,118365, 10th,6.0, Divorced, Other-service, Not-in-family, Black, Female,0,0,10, United-States,<50k
1325,30, Private,129707, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States,>=50k
1326,23, ?,145964, Some-college,10.0, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,<50k
1327,25, Private,160261, Some-college,10.0, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, China,<50k
1328,50, Private,44368, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
1329,19, Private,269657, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,<50k
1330,38, Private,179579, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<50k
1331,38, Self-emp-not-inc,267556, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, United-States,<50k
1332,47, Private,236805, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0,0,60, United-States,<50k
1333,52, ?,248113, Preschool,1.0, Married-spouse-absent, ?, Other-relative, White, Male,0,0,40, Mexico,<50k
1334,47, Private,177087, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,>=50k
1335,44, Private,71269, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,<50k
1336,32, Self-emp-not-inc,33417, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,<50k
1337,64, Local-gov,266080, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,<50k
1338,36, Private,104858, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States,>=50k
1339,31, Private,25955, 9th,5.0, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States,<50k
1340,21, Private,131620, HS-grad,9.0, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic,<50k
1341,58, Private,322013, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1342,47, Local-gov,93476, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States,<50k
1343,40, Private,118853, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,<50k
1344,26, Private,155752, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<50k
1345,17, Private,159849, 11th,7.0, Never-married, Protective-serv, Own-child, White, Female,0,0,30, United-States,<50k
1346,29, Private,78261, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<50k
1347,22, Private,199266, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,<50k
1348,43, Federal-gov,195385, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,<50k
1349,41, Private,254440, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States,<50k
1350,55, Private,184882, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,50, United-States,>=50k
1351,74, Private,183701, 10th,6.0, Widowed, Other-service, Not-in-family, Black, Female,0,0,6, United-States,<50k
1352,63, Private,183608, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
1353,20, Private,122346, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<50k
1354,58, Private,187067, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,62, Canada,<50k
1355,77, Local-gov,177550, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3818,0,14, United-States,<50k
1356,51, State-gov,172022, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,>=50k
1357,35, Private,208378, 12th,8.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<50k
1358,47, State-gov,80282, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,<50k
1359,37, Private,189382, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,<50k
1360,24, Private,189749, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1361,39, Private,174242, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1362,50, Private,145409, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,>=50k
1363,28, Private,185127, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<50k
1364,50, Private,485710, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<50k
1365,53, Private,202720, 9th,5.0, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Male,0,0,75, Haiti,<50k
1366,24, Private,200089, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico,>=50k
1367,40, Private,173607, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
1368,26, Self-emp-not-inc,189238, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,4, Mexico,<50k
1369,25, Private,195201, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States,<50k
1370,26, Private,276548, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States,<50k
1371,41, Private,132633, 11th,7.0, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,25, Guatemala,<50k
1372,22, Private,335453, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,<50k
1373,43, Federal-gov,114537, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<50k
1374,17, Self-emp-not-inc,228786, 10th,6.0, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,<50k
1375,34, Private,181091, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,>=50k
1376,32, Private,168854, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States,>=50k
1377,44, Private,139338, 12th,8.0, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,<50k
1378,40, Private,77247, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,>=50k
1379,30, Private,29522, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,<50k
1380,50, Federal-gov,166419, 11th,7.0, Never-married, Sales, Not-in-family, Black, Female,3674,0,40, United-States,<50k
1381,24, Private,88676, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,<50k
1382,70, Self-emp-inc,207938, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,50, United-States,>=50k
1383,24, Private,146706, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,<50k
1384,23, Self-emp-not-inc,258298, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Male,0,2231,40, United-States,>=50k
1385,31, Self-emp-not-inc,175856, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,<50k
1386,23, Private,52566, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
1387,23, Private,53245, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,1602,12, United-States,<50k
1388,19, Private,607799, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States,<50k
1389,66, Private,340734, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<50k
1390,26, Self-emp-inc,189502, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,>=50k
1391,56, Private,371064, 9th,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<50k
1392,26, Self-emp-inc,66872, 12th,8.0, Married-civ-spouse, Sales, Husband, Other, Male,0,0,98, Dominican-Republic,<50k
1393,22, Private,429346, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States,<50k
1394,51, Private,237735, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States,>=50k
1395,33, Private,251521, 11th,7.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,<50k
1396,21, Private,170108, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,<50k
1397,47, Private,223342, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,1504,35, United-States,<50k
1398,50, Self-emp-not-inc,32372, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,<50k
1399,33, Private,40681, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
1400,26, Private,282142, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<50k
1401,46, Private,202560, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,>=50k
1402,30, Private,171598, Bachelors,13.0, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,50, United-States,<50k
1403,31, Private,315128, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States,<50k
1404,17, Local-gov,192387, 9th,5.0, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States,<50k
1405,36, Private,199501, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38, United-States,<50k
1406,25, Private,358975, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,<50k
1407,22, Private,303822, 10th,6.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<50k
1408,26, Private,31143, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
1409,63, Private,113324, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<50k
1410,22, Private,185279, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States,<50k
1411,36, Self-emp-not-inc,153976, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,<50k
1412,32, ?,647882, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, ?,<50k
1413,75, Private,311184, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States,<50k
1414,32, Private,364657, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<50k
1415,34, Self-emp-not-inc,114185, Bachelors,13.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, ?,<50k
1416,26, Private,225279, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,1602,40, ?,<50k
1417,27, Local-gov,199172, HS-grad,9.0, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States,<50k
1418,60, Private,145493, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
1419,42, Self-emp-not-inc,53956, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States,<50k
1420,56, Self-emp-not-inc,220187, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,>=50k
1421,45, Private,295046, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,>=50k
1422,34, Private,154874, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,4416,0,30, United-States,<50k
1423,32, Private,188245, 11th,7.0, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,40, United-States,<50k
1424,30, Private,167476, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,<50k
1425,31, Private,340880, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>=50k
1426,34, Private,177733, 9th,5.0, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic,<50k
1427,28, Private,189346, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<50k
1428,54, Private,199307, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States,<50k
1429,26, Private,60722, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,<50k
1430,61, Self-emp-not-inc,24046, HS-grad,9.0, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States,<50k
1431,37, Private,197429, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,>=50k
1432,18, ?,36348, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,48, United-States,<50k
1433,43, Private,122473, 9th,5.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,625,40, United-States,<50k
1434,66, Self-emp-inc,179951, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,<50k
1435,45, State-gov,271962, Bachelors,13.0, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States,<50k
1436,33, Private,172498, Some-college,10.0, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<50k
1437,43, Local-gov,247514, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,<50k
1438,41, Private,196344, 1st-4th,2.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico,<50k
1439,66, Self-emp-inc,249043, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,5556,0,26, United-States,>=50k
1440,56, Self-emp-not-inc,115439, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,<50k
1441,27, Private,339956, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States,<50k
1442,19, Private,165306, Some-college,10.0, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam,<50k
1443,29, Private,74500, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
1444,32, Private,186824, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,<50k
1445,19, Private,249787, HS-grad,9.0, Never-married, Other-service, Other-relative, Black, Male,0,0,40, United-States,<50k
1446,67, Self-emp-not-inc,173935, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States,>=50k
1447,38, Private,161016, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States,<50k
1448,25, Private,255849, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<50k
1449,21, Private,109869, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States,<50k
1450,35, Private,186126, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, ?,<50k
1451,28, Self-emp-inc,115705, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,<50k
1452,41, Private,163174, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
1453,24, Private,153583, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<50k
1454,39, Private,343476, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,<50k
1455,50, Self-emp-not-inc,240612, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States,<50k
1456,65, Federal-gov,179985, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
1457,54, Private,447555, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<50k
1458,41, Private,220460, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,<50k
1459,23, ?,184699, HS-grad,9.0, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,<50k
1460,18, Private,137646, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,<50k
1461,39, Private,236391, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<50k
1462,48, Private,125120, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,37, United-States,<50k
1463,27, Private,501172, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico,<50k
1464,31, Local-gov,243665, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,41, United-States,>=50k
1465,19, ?,234519, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,35, United-States,<50k
1466,20, Private,66917, 11th,7.0, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, Mexico,<50k
1467,33, Private,238002, 9th,5.0, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico,<50k
1468,53, Local-gov,205005, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States,>=50k
1469,19, Private,284652, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,<50k
1470,32, Private,408328, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
1471,25, Private,209227, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,21, United-States,<50k
1472,47, Local-gov,324791, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States,>=50k
1473,51, Private,244572, HS-grad,9.0, Separated, Other-service, Not-in-family, Black, Female,0,0,37, United-States,<50k
1474,35, Private,205852, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<50k
1475,24, Private,321435, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,<50k
1476,30, Private,296453, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,<50k
1477,46, Local-gov,170092, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States,<50k
1478,38, Private,140854, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>=50k
1479,18, Federal-gov,280728, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,32, United-States,<50k
1480,36, Private,118909, Assoc-acdm,12.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,<50k
1481,30, Private,167558, HS-grad,9.0, Never-married, Sales, Unmarried, White, Female,0,0,35, Mexico,<50k
